loss,mae,val_loss,val_mae
0.02086753211915493,0.1139468178153038,0.016322968527674675,0.10193715244531631
0.015356109477579594,0.09760885685682297,0.014681464061141014,0.09478353708982468
0.014723402447998524,0.09454628080129623,0.014517082832753658,0.09396397322416306
0.0146541278809309,0.0942213386297226,0.01446188148111105,0.09373266994953156
0.014624525792896748,0.09406153857707977,0.01444619707763195,0.0936008095741272
0.014605069532990456,0.09390175342559814,0.014406299218535423,0.09343381226062775
0.014585666358470917,0.09384047985076904,0.014408952556550503,0.09343341737985611
0.014564813114702702,0.09375409781932831,0.01437031663954258,0.09320297837257385
0.014546912163496017,0.09369565546512604,0.014345008879899979,0.09317542612552643
0.014533760957419872,0.0936531201004982,0.014325601048767567,0.09314242750406265
0.014515630900859833,0.0936560332775116,0.014300592243671417,0.09309481084346771
0.014504937455058098,0.0936555564403534,0.014305893331766129,0.0931069627404213
0.014486162923276424,0.09365764260292053,0.01426189485937357,0.09303897619247437
0.014462465420365334,0.09357842803001404,0.014239931479096413,0.09303883463144302
0.014456299133598804,0.09365204721689224,0.014223325997591019,0.0929536297917366
0.014440840110182762,0.09366858005523682,0.014201727695763111,0.09298187494277954
0.014425977133214474,0.09362112730741501,0.014192824251949787,0.0929066613316536
0.014411362819373608,0.09363623708486557,0.014182569459080696,0.09300383180379868
0.014390330761671066,0.09363403916358948,0.014180561527609825,0.09300853312015533
0.014385418966412544,0.09367797523736954,0.014140890911221504,0.09287658333778381
0.014371189288794994,0.09366656094789505,0.014124336652457714,0.09295450150966644
0.014355283230543137,0.09367036819458008,0.014105143956840038,0.09295488893985748
0.014345320872962475,0.09373586624860764,0.014098471961915493,0.09290925413370132
0.014336768537759781,0.09369216859340668,0.014087921939790249,0.09287768602371216
0.014325512573122978,0.09368155896663666,0.014079093933105469,0.0929483100771904
0.014318643137812614,0.09373238682746887,0.014069199562072754,0.09290215373039246
0.01431589387357235,0.0937407836318016,0.014039055444300175,0.09287528693675995
0.01430568564683199,0.09369198977947235,0.014039818197488785,0.09299599379301071
0.014299829490482807,0.09374262392520905,0.01402973011136055,0.0929420068860054
0.014294722117483616,0.09375276416540146,0.014014935120940208,0.0929679274559021
0.014284155331552029,0.09375157952308655,0.014025907032191753,0.09289392828941345
0.014278056100010872,0.0937035083770752,0.014038183726370335,0.09295429289340973
0.014276928268373013,0.09371565282344818,0.014035713858902454,0.09307213872671127
0.014285488054156303,0.09373346716165543,0.014001159928739071,0.09294404834508896
0.014273399487137794,0.0937386006116867,0.01401236467063427,0.09299688786268234
0.014262886717915535,0.09373800456523895,0.01401156559586525,0.09287233650684357
0.0142707834020257,0.09371715039014816,0.013991700485348701,0.09288427978754044
0.014255118556320667,0.093673475086689,0.013998392969369888,0.09289159625768661
0.01426356378942728,0.0937071219086647,0.014003986492753029,0.0928737223148346
0.014256632886826992,0.09369181096553802,0.014020881615579128,0.09300727397203445
0.01425318792462349,0.0936739444732666,0.013976629823446274,0.09282871335744858
0.0142495296895504,0.09365182369947433,0.013975229114294052,0.09282385557889938
0.014247702434659004,0.09364967048168182,0.013972373679280281,0.09279434382915497
0.014244018122553825,0.09361764788627625,0.013979765586555004,0.09284593909978867
0.014241120778024197,0.09362310916185379,0.013972217217087746,0.09280001372098923
0.014242670498788357,0.09366032481193542,0.01398221030831337,0.09285465627908707
0.01424350030720234,0.0936017706990242,0.01397129986435175,0.09282168745994568
0.014241884462535381,0.09364890307188034,0.013966924510896206,0.09274120628833771
0.014234383590519428,0.09361834824085236,0.013958951458334923,0.09271398186683655
0.01423407532274723,0.09362495690584183,0.013980270363390446,0.09276339411735535
0.014232250861823559,0.0936371386051178,0.01402173563838005,0.09298589825630188
0.01422796119004488,0.0935768336057663,0.013967005535960197,0.09280671924352646
0.01423021499067545,0.09364030510187149,0.013972331769764423,0.09276803582906723
0.014231793582439423,0.09359636902809143,0.01397116668522358,0.09271837770938873
0.014228768646717072,0.09353075176477432,0.013971421867609024,0.09271153062582016
0.014226519502699375,0.09354081749916077,0.01396086160093546,0.09269366413354874
0.014223473146557808,0.09354105591773987,0.013997899368405342,0.09275013953447342
0.014223069883883,0.09352082014083862,0.013960662297904491,0.09258673340082169
0.01422061212360859,0.093478724360466,0.01397873368114233,0.09270268678665161
